avg,cuisine,name,price,rank,reviews 
3.5 ,"Italian,Pizza",Rocco's Pizza Joint,$,"#7,122 of 10,387 Restaurants in New York City",7
3.5 ,"South American,Central American",Harbor Bar,$$ - $$$,"#7,123 of 10,387 Restaurants in New York City",8
4 ,"Caribbean,Cuban,Latin,Spanish,Vegetarian Friendly",Pilar Cuban Eatery,$$ - $$$,"#608 of 5,330 Restaurants in Brooklyn",30
4 ,"Bar,American",Summer Day,$$ - $$$,"#7,124 of 10,387 Restaurants in New York City",2
4 ,,Flavors,,"#7,125 of 10,387 Restaurants in New York City",2
3.5 ,French,Maison Kayser,,"#7,126 of 10,387 Restaurants in New York City",7
4.5 ,,Mulan East,,"#7,127 of 10,387 Restaurants in New York City",2
3 ,Italian,Olive Garden,$$ - $$$,"#7,128 of 10,387 Restaurants in New York City",20
4 ,"American,Diner",Seven Star Diner,$$ - $$$,#8 of 43 Restaurants in Woodbury,51
3 ,"Italian,Pizza,Fast Food,Vegetarian Friendly",Pizza Cafe,$,"#7,129 of 10,387 Restaurants in New York City",48
4 ,,Xi'an Famous Foods,,"#7,130 of 10,387 Restaurants in New York City",2
4.5 ,"Latin,Venezuelan,Spanish,Vegetarian Friendly",Arepera Guacuco,$,"#181 of 5,330 Restaurants in Brooklyn",52
4.5 ,,Green Cafe,,"#7,131 of 10,387 Restaurants in New York City",2
4 ,,Boulevard Seafood,,"#7,132 of 10,387 Restaurants in New York City",3
3.5 ,,Sri Annapoorna Bhavan,,#268 of 649 Restaurants in Jersey City,5
4 ,Pizza,Liberatos Pizza,,"#7,133 of 10,387 Restaurants in New York City",3
4 ,"Italian,Japanese,Seafood,Spanish",Shochu and Tapas Aya,,"#7,134 of 10,387 Restaurants in New York City",4
4 ,,Subway,,"#7,135 of 10,387 Restaurants in New York City",4
4 ,,Yuko,,"#7,136 of 10,387 Restaurants in New York City",6
4.5 ,"Japanese,Sushi,Asian",Sapporo Ichiban,$$ - $$$,"#769 of 5,330 Restaurants in Brooklyn",16
3.5 ,,Dali Market,,"#7,137 of 10,387 Restaurants in New York City",3
4.5 ,,212 Restaurant And Bar,,"#7,138 of 10,387 Restaurants in New York City",2
4 ,"Bar,Pub,Latin,Spanish",Inwood Bar and Grill,$$ - $$$,"#7,139 of 10,387 Restaurants in New York City",13
4 ,Mexican,Tribeca Taco Truck,,"#7,140 of 10,387 Restaurants in New York City",3
4 ,,Scarlato Cafe,,"#7,141 of 10,387 Restaurants in New York City",5
4 ,"Mediterranean,Healthy",Dill & Parsley,$$ - $$$,"#7,142 of 10,387 Restaurants in New York City",2
4 ,"Mediterranean,Healthy",Dill & Parsley,$$ - $$$,"#7,142 of 10,387 Restaurants in New York City",2
3.5 ,"Chinese,Asian",New Double Dragon,,"#7,143 of 10,387 Restaurants in New York City",4
4 ,Italian,Ariel's,$$ - $$$,"#7,144 of 10,387 Restaurants in New York City",4
3.5 ,Japanese,Toriko NY,$$$$,"#7,145 of 10,387 Restaurants in New York City",3
3.5 ,Seafood,The East Pole Fish Bar,$$$$,"#7,146 of 10,387 Restaurants in New York City",7
4 ,Cafe,Salter,,"#2,140 of 5,330 Restaurants in Brooklyn",2
3.5 ,Pizza,2 Bros Pizza,$,"#7,147 of 10,387 Restaurants in New York City",15
4.5 ,,O'Bagel,,#131 of 262 Restaurants in Hoboken,4
4 ,,The Rawl,,"#7,148 of 10,387 Restaurants in New York City",3
4.5 ,Thai,Boran,$$ - $$$,"#1,561 of 5,330 Restaurants in Brooklyn",5
4.5 ,Healthy,Flavors Cafe,,"#7,149 of 10,387 Restaurants in New York City",2
4 ,,Cook Eatery,,"#7,150 of 10,387 Restaurants in New York City",3
3.5 ,,Hao Noodle Tea Llc,,"#7,151 of 10,387 Restaurants in New York City",3
3 ,,Roosevelt Gourmet Deli,,"#7,152 of 10,387 Restaurants in New York City",14
3.5 ,"Italian,Wine Bar",Trattoria il Gusto Wine Bar,,"#7,153 of 10,387 Restaurants in New York City",7
4.5 ,,Akwaba,,"#7,154 of 10,387 Restaurants in New York City",4
4.5 ,,Tiny Empire,,"#1,525 of 5,330 Restaurants in Brooklyn",5
4 ,,Lan Sheng Szechuan Food,,"#7,155 of 10,387 Restaurants in New York City",2
4.5 ,"Italian,Pizza",Luigi's Pizza,$,"#367 of 5,330 Restaurants in Brooklyn",28
4 ,,"Abitino""s",,"#7,156 of 10,387 Restaurants in New York City",2
4.5 ,,Caridad,,"#7,157 of 10,387 Restaurants in New York City",2
3.5 ,Vegetarian Friendly,Fresh & Co.,,"#7,158 of 10,387 Restaurants in New York City",10
4 ,,Subway,,"#7,159 of 10,387 Restaurants in New York City",3
3.5 ,"Sushi,Japanese",Sushi By Bou Hotel 3232,,"#7,160 of 10,387 Restaurants in New York City",3
3 ,"Bar,Pub,American",Slaughtered Lamb Pub,$$ - $$$,"#7,161 of 10,387 Restaurants in New York City",47
4 ,,7-Eleven,,"#7,162 of 10,387 Restaurants in New York City",2
4 ,American,Sunshine Co.,$$ - $$$,"#453 of 5,330 Restaurants in Brooklyn",31
4 ,,La Gusto Pizza Restaurant,,"#7,163 of 10,387 Restaurants in New York City",2
4.5 ,,Stop 1 Gourmet Deli,,"#7,164 of 10,387 Restaurants in New York City",2
4 ,,New Dynasty,,"#7,165 of 10,387 Restaurants in New York City",4
4 ,Mexican,Taco Bell,,"#7,166 of 10,387 Restaurants in New York City",4
4 ,Fast Food,Pret A Manger,$,"#7,167 of 10,387 Restaurants in New York City",2
4 ,"Japanese,Fast Food",Tebaya,$$ - $$$,"#7,168 of 10,387 Restaurants in New York City",8
4 ,,22 Thai Cuisine,,"#7,169 of 10,387 Restaurants in New York City",2
4 ,Thai,Thai Jasmine Restaurant,,"#7,170 of 10,387 Restaurants in New York City",2
4.5 ,"Japanese,Seafood,Sushi,Vegetarian Friendly",Alin Sushi,,"#7,171 of 10,387 Restaurants in New York City",2
5 ,Sushi,Maruko Sushi & Tea NYC,,"#7,172 of 10,387 Restaurants in New York City",2
3.5 ,American,Bluestone Lane,,"#7,173 of 10,387 Restaurants in New York City",3
4.5 ,,Subway,,"#7,174 of 10,387 Restaurants in New York City",2
3.5 ,Mediterranean,Dolma,,#270 of 649 Restaurants in Jersey City,7
3.5 ,,Bistro Exchange Place,,#271 of 649 Restaurants in Jersey City,8
4 ,,Bread & Butter,,"#7,175 of 10,387 Restaurants in New York City",2
5 ,,Bennie's,,"#7,176 of 10,387 Restaurants in New York City",2
4.5 ,,Combina,,"#7,177 of 10,387 Restaurants in New York City",2
4.5 ,,Gourmet 53,,"#7,178 of 10,387 Restaurants in New York City",2
4.5 ,"Japanese,Steakhouse",Brandon's Sake House SoHo,,"#7,179 of 10,387 Restaurants in New York City",2
4 ,,Ground Connection Coffee Shop,,#272 of 649 Restaurants in Jersey City,3
4 ,Mexican,Elvez,,"#7,180 of 10,387 Restaurants in New York City",2
3.5 ,American,Blackbarn Restaurant,,"#7,181 of 10,387 Restaurants in New York City",7
4 ,,Simply Natural NYC,,"#7,182 of 10,387 Restaurants in New York City",3
4.5 ,,New Sunny East Restaurant,,"#7,183 of 10,387 Restaurants in New York City",2
4 ,Pizza,Michael Angelo's Pizza,$$ - $$$,"#7,184 of 10,387 Restaurants in New York City",4
3.5 ,Mediterranean,Baba Ghanouge,,"#7,185 of 10,387 Restaurants in New York City",5
3.5 ,,Edwin & Neal's Fish Bar,,"#7,186 of 10,387 Restaurants in New York City",5
3.5 ,,Art Bird & Whiskey Bar,,"#7,187 of 10,387 Restaurants in New York City",11
4 ,,Wolf & Deer,,"#1,131 of 5,330 Restaurants in Brooklyn",10
4 ,,Chans Kitchen,,"#7,188 of 10,387 Restaurants in New York City",4
5 ,"American,Healthy",Dig Inn,$$ - $$$,"#7,189 of 10,387 Restaurants in New York City",
3.5 ,,Dram,,"#1,881 of 5,330 Restaurants in Brooklyn",9
5 ,,Chipotle Mexican Grill,,"#7,190 of 10,387 Restaurants in New York City",
5 ,,Thai Bkk,,"#7,191 of 10,387 Restaurants in New York City",
5 ,,New Yorkers Pizza,,"#7,192 of 10,387 Restaurants in New York City",
5 ,,New Dragon,,"#7,193 of 10,387 Restaurants in New York City",
3.5 ,Italian,Giovanni,,"#7,194 of 10,387 Restaurants in New York City",5
5 ,,Metro Finest Deli,,"#2,169 of 5,330 Restaurants in Brooklyn",
5 ,"Asian,Korean",Kawi,$$ - $$$,"#7,195 of 10,387 Restaurants in New York City",
5 ,,Godiva Chocolatier,,"#7,196 of 10,387 Restaurants in New York City",
5 ,,Joe Coffee Company,,"#7,197 of 10,387 Restaurants in New York City",
5 ,American,Yankee Doodle Dandy's,$$ - $$$,"#7,198 of 10,387 Restaurants in New York City",
5 ,,Nordstrom coffee bar,,"#7,199 of 10,387 Restaurants in New York City",
3.5 ,Italian,Buon Appetito,$,#273 of 649 Restaurants in Jersey City,6
5 ,,Estiatorio Milos Hudson Yards,,"#7,200 of 10,387 Restaurants in New York City",
5 ,Fast Food,Pret A Manger,$,"#7,201 of 10,387 Restaurants in New York City",
5 ,"Asian,Thai,Fast Food,Healthy,Soups",Thai Direct Bowls,$$ - $$$,"#7,202 of 10,387 Restaurants in New York City",
3.5 ,,Sea and Sea,,"#7,203 of 10,387 Restaurants in New York City",4
5 ,,H-Yard Gourmet Deli,,"#7,204 of 10,387 Restaurants in New York City",
5 ,American,Duchess Cookies,,"#7,205 of 10,387 Restaurants in New York City",
4.5 ,,Tequilaville,,"#7,206 of 10,387 Restaurants in New York City",2
3.5 ,,Caffe Bene,,#274 of 649 Restaurants in Jersey City,3
5 ,,Gregorys Coffee,,#276 of 649 Restaurants in Jersey City,
5 ,,Rocky's Pizza Vinoteca,,"#7,207 of 10,387 Restaurants in New York City",
5 ,Cafe,Interlude,,"#7,208 of 10,387 Restaurants in New York City",
5 ,"Asian,Singaporean,Malaysian",Perfect Taste,,"#7,209 of 10,387 Restaurants in New York City",
5 ,,Tal Bagels on 1st Ave,,"#7,210 of 10,387 Restaurants in New York City",
5 ,,Jamba Juice,,"#7,211 of 10,387 Restaurants in New York City",
5 ,,Leyla,,"#7,212 of 10,387 Restaurants in New York City",
5 ,Thai,Makiinny,,"#7,213 of 10,387 Restaurants in New York City",
5 ,American,14 Old Fulton St,,"#2,181 of 5,330 Restaurants in Brooklyn",
5 ,,Cava,,"#2,183 of 5,330 Restaurants in Brooklyn",
4.5 ,,Austin's Cafe,,"#7,214 of 10,387 Restaurants in New York City",3
4.5 ,,Church Street Kitchen,,"#7,215 of 10,387 Restaurants in New York City",2
3.5 ,,Biata At Eataly,,"#7,216 of 10,387 Restaurants in New York City",7
3.5 ,,Caribbean Starr,,"#7,217 of 10,387 Restaurants in New York City",3
5 ,French,La Bouchon,,"#7,218 of 10,387 Restaurants in New York City",
5 ,,Hexagon Lounge,,"#7,219 of 10,387 Restaurants in New York City",
5 ,Mexican,Blockheads,,"#7,220 of 10,387 Restaurants in New York City",
3.5 ,,7-Eleven,,"#7,221 of 10,387 Restaurants in New York City",4
4 ,,Port Side Deli,,#278 of 649 Restaurants in Jersey City,4
4.5 ,Vietnamese,Bep,,"#2,187 of 5,330 Restaurants in Brooklyn",2
5 ,,The Stackery,,"#7,222 of 10,387 Restaurants in New York City",
5 ,,Olympia Star Deli,,"#7,223 of 10,387 Restaurants in New York City",
5 ,American,Blue Ribbon Kanpai Garden,$$ - $$$,"#7,224 of 10,387 Restaurants in New York City",
5 ,,Avellino's Pizzeria & Catering,,"#7,225 of 10,387 Restaurants in New York City",
5 ,,Happy Fin Poke,,"#2,189 of 5,330 Restaurants in Brooklyn",2
5 ,,Loverboy,,"#7,226 of 10,387 Restaurants in New York City",
5 ,,Cheech & Peppe's Ristorante & Brick Oven Pizza,,"#7,227 of 10,387 Restaurants in New York City",
5 ,,The Terrace,,"#7,228 of 10,387 Restaurants in New York City",
5 ,,Chinese Grafitti,,"#7,229 of 10,387 Restaurants in New York City",
3.5 ,"Italian,Pizza",Rosina,$$ - $$$,"#7,230 of 10,387 Restaurants in New York City",11
5 ,,Evergreen Organic Food & Deli,,"#7,231 of 10,387 Restaurants in New York City",
5 ,,Que Rico Pollo,,"#7,232 of 10,387 Restaurants in New York City",
5 ,,Yummy Malatang,,"#7,233 of 10,387 Restaurants in New York City",
4.5 ,,Marinara Pizza,,"#7,234 of 10,387 Restaurants in New York City",2
5 ,,Chipotle Mexican Grill,,"#7,235 of 10,387 Restaurants in New York City",
5 ,"Fast Food,European,Healthy,Scandinavian",Joe & The Juice,,"#7,236 of 10,387 Restaurants in New York City",
3.5 ,,La Delice Pastry Shop,,"#7,237 of 10,387 Restaurants in New York City",7
3.5 ,"Bar,Pub",RPM Bar,,"#7,238 of 10,387 Restaurants in New York City",7
5 ,"Bar,Mediterranean,Greek,Contemporary,Pub,Wine Bar",Greca,$$ - $$$,"#7,239 of 10,387 Restaurants in New York City",
5 ,Thai,Chu-ros thai,,"#7,240 of 10,387 Restaurants in New York City",
5 ,,Starbucks,,"#7,241 of 10,387 Restaurants in New York City",
4.5 ,,Ray's Super Deli,,"#7,242 of 10,387 Restaurants in New York City",2
4 ,,Dallas Chicken & Biscuits,,"#7,243 of 10,387 Restaurants in New York City",2
4 ,,2 Bros Pizza,,"#7,244 of 10,387 Restaurants in New York City",2
5 ,,New York Sweets,,"#7,245 of 10,387 Restaurants in New York City",
5 ,,16 Handles,,"#7,246 of 10,387 Restaurants in New York City",
5 ,"Italian,Mediterranean",Da Capo,$$ - $$$,"#7,247 of 10,387 Restaurants in New York City",
5 ,,E Noodle,,"#7,248 of 10,387 Restaurants in New York City",
5 ,"Mediterranean,Grill,Healthy",Lavatera Grill,$$ - $$$,"#2,196 of 5,330 Restaurants in Brooklyn",
5 ,"Cafe,Contemporary",Future You Cafe,,"#7,249 of 10,387 Restaurants in New York City",
5 ,,Shinagawa,,"#7,250 of 10,387 Restaurants in New York City",
5 ,Cafe,East One Coffee Roasters,,"#7,251 of 10,387 Restaurants in New York City",
4 ,Mexican,Chipotle,,"#7,252 of 10,387 Restaurants in New York City",2
5 ,,ME Casa,,#280 of 649 Restaurants in Jersey City,
4 ,"Bar,Pub",The Emerald Inn,$$ - $$$,"#7,253 of 10,387 Restaurants in New York City",20
3.5 ,,Inday- Midtown East,,"#7,254 of 10,387 Restaurants in New York City",4
5 ,,Pad Thai Cuisine,,"#7,255 of 10,387 Restaurants in New York City",
5 ,American,Chick-fil-a,,#4 of 4 Restaurants in Newport,
4 ,"Japanese,Steakhouse",Ikinari Steak Chelsea 8th Ave,$$ - $$$,"#7,256 of 10,387 Restaurants in New York City",2
5 ,,Fresh & Co,,"#7,257 of 10,387 Restaurants in New York City",
5 ,,Clinton Street Pizza,,"#7,258 of 10,387 Restaurants in New York City",
5 ,,Pizza Gaga,,"#7,259 of 10,387 Restaurants in New York City",
5 ,American,Ikinari Steak,,"#7,260 of 10,387 Restaurants in New York City",
3.5 ,Latin,Ariel's Latin Bistro,$$ - $$$,"#7,261 of 10,387 Restaurants in New York City",15
5 ,"American,Australian",Sonnyboy,,"#7,262 of 10,387 Restaurants in New York City",
3 ,"Bar,Mediterranean,Pub,Middle Eastern",Horus Too,,"#7,263 of 10,387 Restaurants in New York City",21
5 ,"Chinese,Japanese,Asian,Contemporary,Fusion",Fire and Water,$$$$,"#7,264 of 10,387 Restaurants in New York City",
5 ,,Kukara Macara,,"#7,265 of 10,387 Restaurants in New York City",
5 ,,Harwood On Hudson,,"#7,266 of 10,387 Restaurants in New York City",
5 ,,Duck Season,,"#7,267 of 10,387 Restaurants in New York City",
5 ,,Sugar Momma,,"#7,268 of 10,387 Restaurants in New York City",
5 ,,Joe Coffee Company,,"#7,269 of 10,387 Restaurants in New York City",
5 ,,Pleroma,,"#7,270 of 10,387 Restaurants in New York City",
4.5 ,"Mediterranean,Turkish,Middle Eastern",Seed,$$ - $$$,"#835 of 5,330 Restaurants in Brooklyn",13
5 ,,Turquaz Restaurant,,"#7,271 of 10,387 Restaurants in New York City",
5 ,,The Centurian Lounge,,"#7,272 of 10,387 Restaurants in New York City",
5 ,Cafe,Pret A Manger,$,"#7,273 of 10,387 Restaurants in New York City",
5 ,,Waffle de Lys,,"#7,274 of 10,387 Restaurants in New York City",
5 ,Fast Food,Pret A Manger,$,"#7,275 of 10,387 Restaurants in New York City",
5 ,,Ginger House,,"#7,276 of 10,387 Restaurants in New York City",
5 ,,Bia Nassau,,"#7,277 of 10,387 Restaurants in New York City",
4 ,,Num Pang Kitchen,,"#7,278 of 10,387 Restaurants in New York City",2
5 ,,Little Canal,,"#7,279 of 10,387 Restaurants in New York City",
5 ,,Matsunichi,,"#7,280 of 10,387 Restaurants in New York City",
5 ,,Cafe B'way 46,,"#7,281 of 10,387 Restaurants in New York City",
5 ,,Punto Rojo Bakery and Restaurant,,"#7,282 of 10,387 Restaurants in New York City",
5 ,Fast Food,Insomnia Cookies,$,#166 of 262 Restaurants in Hoboken,
4.5 ,American,Cafe Groppi II,,"#7,283 of 10,387 Restaurants in New York City",3
5 ,,Gregorys Coffee,,"#7,284 of 10,387 Restaurants in New York City",
5 ,,Juice Generation,,"#7,285 of 10,387 Restaurants in New York City",
5 ,Italian,Avere Ristorante Brooklyn,$$ - $$$,"#2,211 of 5,330 Restaurants in Brooklyn",
5 ,,Mrs. An,,"#7,286 of 10,387 Restaurants in New York City",
5 ,,Hui Tea,,"#7,287 of 10,387 Restaurants in New York City",
5 ,,Van Leeuwen Ice Cream,,"#7,288 of 10,387 Restaurants in New York City",
5 ,"Asian,Korean,Healthy",Handsome Rice,,"#7,289 of 10,387 Restaurants in New York City",
5 ,"Mediterranean,Turkish,Greek,Grill,Middle Eastern",Nefiis,$$ - $$$,"#7,290 of 10,387 Restaurants in New York City",
5 ,"French,Mediterranean",Maison Vivienne New York,$$$$,"#7,291 of 10,387 Restaurants in New York City",
4 ,,Bar Great Harry,,"#2,216 of 5,330 Restaurants in Brooklyn",5
4.5 ,Deli,Le Monde Gourmet Deli,,"#7,292 of 10,387 Restaurants in New York City",3
4 ,"Japanese,Sushi",Akina Sushi,,"#7,293 of 10,387 Restaurants in New York City",8
5 ,,Rice The Great,,"#7,294 of 10,387 Restaurants in New York City",2
5 ,American,Blue Mountain Heights Cafe & Bar,$$ - $$$,"#7,295 of 10,387 Restaurants in New York City",
5 ,,sweetgreen,,"#7,296 of 10,387 Restaurants in New York City",
4.5 ,Chinese,Lin's Chinese Restaurant,,"#7,297 of 10,387 Restaurants in New York City",2
5 ,,Bluestone Lane,,"#7,298 of 10,387 Restaurants in New York City",
5 ,,Jayleen's Special Mediterranean Cuisine,,"#7,299 of 10,387 Restaurants in New York City",
4.5 ,Chinese,Kwong Wah Co.,,"#7,300 of 10,387 Restaurants in New York City",2
5 ,,Orange Leaf,,"#7,301 of 10,387 Restaurants in New York City",2
5 ,,Pokeworks-Union Square,,"#7,302 of 10,387 Restaurants in New York City",
5 ,"Japanese,Asian",Koji Izakaya,$$ - $$$,"#2,222 of 5,330 Restaurants in Brooklyn",
4 ,Japanese,SUGARFISH by Sushi Nozawa,$$ - $$$,"#7,303 of 10,387 Restaurants in New York City",3
5 ,Mexican,Dos Toros,,"#7,304 of 10,387 Restaurants in New York City",
5 ,,Gooey on the Inside Cookies,,"#7,305 of 10,387 Restaurants in New York City",
4 ,"Caribbean,Cuban",Sophie's,,"#7,306 of 10,387 Restaurants in New York City",2
3.5 ,,Apna Masala Indian Cuisine,,"#7,307 of 10,387 Restaurants in New York City",15
4 ,"Mexican,Fast Food,International,Vegetarian Friendly",Tac N Roll,$,"#7,308 of 10,387 Restaurants in New York City",3
3.5 ,American,The HIll,,"#7,309 of 10,387 Restaurants in New York City",7
5 ,,Chelsea Square Market,,"#7,310 of 10,387 Restaurants in New York City",
5 ,,Mondel Home Made Chocolates,,"#7,311 of 10,387 Restaurants in New York City",
4.5 ,,Union Grounds,,"#2,230 of 5,330 Restaurants in Brooklyn",2
3.5 ,,Subway,,"#7,312 of 10,387 Restaurants in New York City",6
4 ,Healthy,Just Salad,$,#282 of 649 Restaurants in Jersey City,2
5 ,,Ninja Grill Hibachi Express,,"#7,313 of 10,387 Restaurants in New York City",
5 ,,Mamma's Rita Kitchen,,"#7,314 of 10,387 Restaurants in New York City",
3.5 ,"Bar,Pub",Brownstone Bar & Restaurant,$$ - $$$,"#2,233 of 5,330 Restaurants in Brooklyn",11
5 ,,Chris Bonney,,"#7,315 of 10,387 Restaurants in New York City",
5 ,"Italian,American,Contemporary",Sky 55 Bar & Grill,,"#7,316 of 10,387 Restaurants in New York City",
3.5 ,,Marquee,,"#7,317 of 10,387 Restaurants in New York City",19
5 ,,Dua Kafe,,"#7,318 of 10,387 Restaurants in New York City",
5 ,"Chinese,Japanese,Asian,Korean,Contemporary",Hortus NYC,$$$$,"#7,319 of 10,387 Restaurants in New York City",
5 ,Indian,Angaar,$$ - $$$,"#7,320 of 10,387 Restaurants in New York City",
5 ,American,Bobwhite,,"#7,321 of 10,387 Restaurants in New York City",
4 ,,Wendy's,,"#7,322 of 10,387 Restaurants in New York City",3
5 ,"Italian,American,Cafe",Matto Espresso,$,"#7,323 of 10,387 Restaurants in New York City",
5 ,,7-Eleven,,"#7,324 of 10,387 Restaurants in New York City",
5 ,Japanese,Kobeyaki,,#283 of 649 Restaurants in Jersey City,
5 ,,Pressed Juicery,,"#7,325 of 10,387 Restaurants in New York City",
5 ,,Maki Maki Japanese Restaurant,,"#7,326 of 10,387 Restaurants in New York City",
5 ,Seafood,Zadies,,"#7,327 of 10,387 Restaurants in New York City",
5 ,,Pressed Juicery,,"#7,328 of 10,387 Restaurants in New York City",
5 ,,Times Square Eatery,,"#7,329 of 10,387 Restaurants in New York City",
5 ,,Uncle Chop Chop,,"#7,330 of 10,387 Restaurants in New York City",
5 ,,Sliced by Harlem Pizza Co,,"#7,331 of 10,387 Restaurants in New York City",
5 ,African,Ivoire Restaurant,$,"#7,332 of 10,387 Restaurants in New York City",2
3.5 ,,Dos Toros Taqueria,,"#7,333 of 10,387 Restaurants in New York City",4
4 ,,Margaret Palca Bakes,,"#2,241 of 5,330 Restaurants in Brooklyn",4
5 ,,Demitasse Coffee Tea,,"#7,334 of 10,387 Restaurants in New York City",
5 ,"Indian,Asian,Middle Eastern,Pakistani,Bangladeshi",Kustory Kebab,,"#7,335 of 10,387 Restaurants in New York City",
5 ,,Bluestone Lane,,"#7,336 of 10,387 Restaurants in New York City",
5 ,,Subway,,"#7,337 of 10,387 Restaurants in New York City",
4 ,American,Roast Kitchen,$,"#7,338 of 10,387 Restaurants in New York City",2
4.5 ,,Crisp,,"#7,339 of 10,387 Restaurants in New York City",3
4.5 ,,Soom Soom,,"#7,340 of 10,387 Restaurants in New York City",2
4 ,,7-Eleven,,"#7,341 of 10,387 Restaurants in New York City",2
5 ,,Champion Coffee,,"#7,342 of 10,387 Restaurants in New York City",
5 ,,Lupita's Restaurant,,"#7,343 of 10,387 Restaurants in New York City",
4.5 ,Italian,Ria Bella,$,"#741 of 5,330 Restaurants in Brooklyn",19
5 ,,Chirp Chirp Chicken,,"#7,344 of 10,387 Restaurants in New York City",
4 ,,Azuki Sushi and Chinese,,"#7,345 of 10,387 Restaurants in New York City",2
5 ,,Chipilo Sandwich Shop,,"#7,346 of 10,387 Restaurants in New York City",
5 ,,Milk & Hops,,"#7,347 of 10,387 Restaurants in New York City",
4 ,,Tribeca Park Deli,,"#7,348 of 10,387 Restaurants in New York City",3
5 ,"American,Seafood,Fast Food",Surf Taco,,#167 of 262 Restaurants in Hoboken,
5 ,,South Street Fish & Ramen Co,,#168 of 262 Restaurants in Hoboken,
5 ,,7-Eleven,,"#7,349 of 10,387 Restaurants in New York City",
4.5 ,American,Juice Healthy Food and Drink,,"#7,350 of 10,387 Restaurants in New York City",2
4.5 ,Mexican,Chipotle Mexican Grill,,"#7,351 of 10,387 Restaurants in New York City",2
5 ,Healthy,The Little Beet,$$ - $$$,"#7,352 of 10,387 Restaurants in New York City",
5 ,,Cava,,"#7,353 of 10,387 Restaurants in New York City",
4.5 ,,DUB Pies NYC,,"#2,250 of 5,330 Restaurants in Brooklyn",2
5 ,,Nordic Preserves,,"#7,354 of 10,387 Restaurants in New York City",
4 ,,Gourmet Unlimited,,"#7,355 of 10,387 Restaurants in New York City",3
4.5 ,,Muscle Maker Grill,,"#7,356 of 10,387 Restaurants in New York City",2
4.5 ,Healthy,RejuiceaNation,,#170 of 262 Restaurants in Hoboken,2
3.5 ,,Wendy's,,"#7,357 of 10,387 Restaurants in New York City",5
3.5 ,"Japanese,Sushi",Ko's Sushi,$$ - $$$,"#7,358 of 10,387 Restaurants in New York City",7
4 ,,Donna Margherita,,"#7,359 of 10,387 Restaurants in New York City",2
5 ,"Japanese,Asian,Korean,Healthy,Hawaiian",Poke Bowl,,"#7,360 of 10,387 Restaurants in New York City",
3.5 ,,Chipotle Mexican Grill,,#171 of 262 Restaurants in Hoboken,7
5 ,,OddFellows Ice Cream Parlor,,"#2,258 of 5,330 Restaurants in Brooklyn",
4.5 ,,The Teriyaki Boys,,"#7,361 of 10,387 Restaurants in New York City",2
4 ,,Key Food Fresh,,"#7,362 of 10,387 Restaurants in New York City",2
4 ,,Five Guys,,"#7,363 of 10,387 Restaurants in New York City",2
5 ,,Subway,,"#7,364 of 10,387 Restaurants in New York City",
5 ,,Crispy Chicken Restaurant,,"#7,365 of 10,387 Restaurants in New York City",
5 ,,Pure Green Juice & Smoothies,,"#7,366 of 10,387 Restaurants in New York City",
4 ,"Japanese,Sushi",Yummy Sushi Japanese Restaurant,,"#7,367 of 10,387 Restaurants in New York City",3
4 ,Seafood,Ricardo Ocean Grill,,"#7,368 of 10,387 Restaurants in New York City",4
3 ,"Bar,Pub,American,Gastropub",Hopsscotch,$$ - $$$,#288 of 649 Restaurants in Jersey City,27
5 ,,Columbia Deli,,"#7,369 of 10,387 Restaurants in New York City",
5 ,"French,Asian,Eastern European",There,$$ - $$$,"#7,370 of 10,387 Restaurants in New York City",
5 ,,Tacos Times Square,,"#7,371 of 10,387 Restaurants in New York City",
3.5 ,"Bar,Asian,Korean,Pub,Fusion,Gastropub",WA Bar & Kitchen,$$ - $$$,"#7,372 of 10,387 Restaurants in New York City",4
5 ,,Biryani Spot and Curry,,"#7,373 of 10,387 Restaurants in New York City",
5 ,,New Aaron's Chinese and Thai,,"#7,374 of 10,387 Restaurants in New York City",
5 ,,Guss' Pickle,,"#2,266 of 5,330 Restaurants in Brooklyn",
5 ,,Habana to Go,,"#7,375 of 10,387 Restaurants in New York City",
5 ,,Bive,,"#7,376 of 10,387 Restaurants in New York City",
5 ,"American,Barbecue",Untamed Sandwiches,$$ - $$$,"#7,377 of 10,387 Restaurants in New York City",
5 ,,Shaka Bowl,,#172 of 262 Restaurants in Hoboken,
5 ,,Break Juicery,,"#7,378 of 10,387 Restaurants in New York City",
5 ,,Fino Ristorante,,"#7,379 of 10,387 Restaurants in New York City",
5 ,,Savor Por Favor,,"#7,380 of 10,387 Restaurants in New York City",
5 ,,Frankie Portugal,,"#7,381 of 10,387 Restaurants in New York City",
4 ,,Subway,,"#7,382 of 10,387 Restaurants in New York City",4
4.5 ,Cafe,Penny House Cafe,$,"#508 of 5,330 Restaurants in Brooklyn",18
4 ,Spanish,El Nuevo Portal Restaurant,,"#2,276 of 5,330 Restaurants in Brooklyn",5
3.5 ,Mexican,Gringo’s,$$ - $$$,#290 of 649 Restaurants in Jersey City,6
4.5 ,,Forever Taste,,"#7,383 of 10,387 Restaurants in New York City",2
4.5 ,"American,Bar,Pub,Wine Bar,Vegetarian Friendly",Jackson's Eatery and Bar,$$ - $$$,#46 of 287 Restaurants in Long Island City,20
3.5 ,,Urban Taste,,"#7,384 of 10,387 Restaurants in New York City",5
